File,I-Score,CK (Opal 780),Ki67 (Opal 690),CD8 (Opal 650),IER3 (Opal 620),pSTAT3 (Opal 570),CD3 (Opal 540),CD68 (Opal 520),CD19 (Opal 480),DAPI (DAPI),Autofluorescence
Polaris Pt 12 Point 13.tif,114.308,102.036,111.426,116.938,122.062,114.269,110.568,118.991,110.472,102.707,133.610
